1,1.7400873,1.6792112,0.10087896,1.9962375,0.94807075,0.5258499,1.8851835,0.52544535,1.8249685,0.2230175,1.9462824,2.40804,1.8744361,1.3757243,1.4618886,1.8868727,1.6993078,1.556693,1.6291159,2.134566,1,-1
2,1.7331051,1.7372853,0.17041868,2.0544042,0.97719173,0.54246599,1.9325946,0.62492374,1.845391,0.28937009,1.8766172,2.3773803,1.7680466,1.4112884,1.4764547,1.9288277,1.7147868,1.6197961,1.5422846,2.1704899,1,-1
3,1.7091917,1.8133272,0.26746747,2.0808634,0.92429293,0.50590382,1.8644137,0.65996465,1.8680607,0.22103087,1.74454,2.3482607,1.684686,1.3394607,1.4609159,1.84089,1.732271,1.7035214,1.4388813,2.1618218,1,-1
4,1.6333304,1.7937092,0.28818807,2.0344699,0.86186988,0.48555841,1.7770305,0.60000984,1.892944,0.21184837,1.6454198,2.2893516,1.5827977,1.2418723,1.3199498,1.7546753,1.7517451,1.7742164,1.3178012,2.1448721,1,-1
5,1.5405759,1.7339308,0.1721441,1.9892107,0.75160163,0.45385923,1.6713327,0.52288898,1.8268495,0.28564229,1.5133655,2.1988595,1.4789186,1.1102405,1.1705984,1.6258158,1.6515458,1.798254,1.1796005,2.0912253,1,-1
6,1.4510669,1.6253679,0.090526467,1.879904,0.65456773,0.33287985,1.5346528,0.44919411,1.7813622,0.20078485,1.4148814,2.140373,1.400798,1.0923266,1.0570703,1.5877359,1.5514335,1.7942115,1.0588449,1.9770689,1,-1
7,1.3559606,1.5168021,0.01287495,1.792061,0.54416436,0.24452351,1.4110389,0.34018596,1.7459754,0.13957298,1.3169941,2.0852608,1.3058213,1.0768155,0.88531517,1.5071828,1.5737364,1.7732992,0.92205416,1.9764711,1,-1
8,1.2852674,1.4082362,-0.071697749,1.6828215,0.42208249,0.13810606,1.345772,0.3053485,1.6645438,0.062779125,1.2201135,1.9975326,1.1996822,0.93355539,0.73928257,1.3882732,1.5359749,1.724731,0.80171573,1.9142917,1,-1
9,1.179863,1.3161928,-0.1818472,1.5737005,0.33678115,0.001028354,1.2404058,0.21959704,1.5706135,-0.020131635,1.1570653,1.9073128,1.1267577,0.74337155,0.58286316,1.3109435,1.498991,1.6069434,0.66657835,1.8155268,1,-1
10,1.0783741,1.2076239,-0.26630669,1.5191894,0.22658239,-0.1052605,1.1186743,0.1476086,1.5585514,-0.081551875,1.0623848,1.8210088,1.0300186,0.66716926,0.45098516,1.2358645,1.4000655,1.4618444,0.51333536,1.7036381,1,-1
